,PID,SeqID,Title,Artist
116,16036,8,One More Time,Daft Punk
117,16036,9,Let It Whip,Dazz Band
118,16036,10,Let's Hear It for the Boy,Deniece Williams
119,16036,11,Come On Eileen,Dexys Midnight Runners
120,16036,12,Hotline Bling,Drake
121,16036,13,Let Me Blow Ya Mind,Eve
122,16036,14,Seasons (Waiting On You),Future Islands
123,16036,15,Rock Your Baby,George McCrae
124,16036,16,All For You,Janet Jackson
125,16036,17,Rock Your Body,Justin Timberlake
126,16036,18,Gold Digger,Kanye West
127,16036,19,Touch The Sky,Kanye West
128,16036,20,Gamma Knife,King Gizzard & The Lizard Wizard
129,16036,21,Vogue,Madonna
130,16036,22,What's Going On,Marvin Gaye
131,16036,23,The Look,Metronomy
132,16036,24,Billie Jean,Michael Jackson
133,16036,25,Wanna Be Startin' Somethin',Michael Jackson
134,16036,26,Work It,Missy Elliott
135,16036,27,Always Something There to Remind Me,Naked Eyes
136,16036,28,Promiscuous,Nelly Furtado
137,16036,29,Dilemma,Nelly
138,16036,30,Gronlandic Edit,of Montreal
139,16036,31,"So Fresh, So Clean",OutKast
140,16036,32,Lisztomania,Phoenix
141,16036,33,Pon de Replay,Rihanna
142,16036,34,Dancing On My Own,Robyn
143,16036,35,Temperature,Sean Paul
144,16036,36,Hips Don't Lie,Shakira
145,16036,37,Drop It Like It's Hot,Snoop Dogg
146,16036,38,Gin And Juice (feat,Snoop Dogg
147,16036,39,Sir Duke,Stevie Wonder
148,16036,40,Beverly Laurel,Tame Impala
149,16036,41,Disciples,Tame Impala
150,16036,42,Since I Left You,The Avalanches
151,16036,43,ABC,The Jackson 5
152,16036,44,I Want You Back,The Jackson 5
153,16036,45,Human,The Killers
154,16036,46,Classic (feat,The Knocks
155,16036,47,Under Cover of Darkness,The Strokes
156,16036,48,If You Wanna,The Vaccines
157,16036,49,I Feel It Coming,The Weeknd
158,16036,50,Say That,Toro y Moi
159,16036,51,Yeah!,Usher
160,16036,52,A-Punk,Vampire Weekend
161,16036,53,Cousins,Vampire Weekend
162,16036,54,Diane Young,Vampire Weekend
163,16036,55,Gettin' Jiggy Wit It,Will Smith
164,176336,0,In The Dark,3 Doors Down
165,176336,1,Still Alive,3 Doors Down
166,176336,2,The Collapse,Adelitas Way
167,176336,3,Breakin' Outta Hell,Airbourne
168,176336,4,Metalingus,Alter Bridge
169,176336,5,Got The Time,Anthrax
170,176336,6,Are You Dead Yet,Children Of Bodom
171,176336,7,I Worship Chaos,Children Of Bodom
172,176336,8,Big Truck,Coal Chamber
173,176336,9,Indestructible,Disturbed
174,176336,10,Inside The Fire,Disturbed
175,176336,11,Sense the Fire,Engel
176,176336,12,Linchpin,Fear Factory
177,176336,13,Death Before Dishonor,Five Finger Death Punch
178,176336,14,House Of The Rising Sun,Five Finger Death Punch
179,176336,15,Under and Over It,Five Finger Death Punch
180,176336,16,Wash it All Away,Five Finger Death Punch
181,176336,17,Amen,Halestorm
182,176336,18,I Am The Fire,Halestorm
183,176336,19,I Get Off,Halestorm
184,176336,20,Looking Down The Barrel Of Today,Hatebreed
185,176336,21,Take This Life,In Flames
186,176336,22,The Death & Resurrection Show,Killing Joke
187,176336,23,The End of Heartache,Killswitch Engage
188,176336,24,Laid to Rest,Lamb of God
189,176336,25,Rock Is Dead,Marilyn Manson
190,176336,26,The Beautiful People,Marilyn Manson
191,176336,27,This Is The New Shit,Marilyn Manson
192,176336,28,Bleed,Meshuggah
193,176336,29,Born in Dissonance,Meshuggah
194,176336,30,Ace of Spades,Motörhead
195,176336,31,Dig,Mudvayne
196,176336,32,Sun Doesn't Rise,Mushroomhead
197,176336,33,Battle Ready,Otep
198,176336,34,Confrontation,Otep
199,176336,35,Royals,Otep
200,176336,36,Smash the Control Machine,Otep
201,176336,37,Bulls On Parade,Rage Against The Machine
202,176336,38,Killing In The Name,Rage Against The Machine
203,176336,39,Renegades Of Funk,Rage Against The Machine
204,176336,40,Testify,Rage Against The Machine
205,176336,41,AMERIKA,Rammstein
206,176336,42,Du hast,Rammstein
207,176336,43,Ich will,Rammstein
208,176336,44,Sonne,Rammstein
209,176336,45,Breathe Into Me,Red
210,176336,46,Hangman,Rev Theory
211,176336,47,Something New,Rev Theory
212,176336,48,Call Of The Zombie,Rob Zombie
213,176336,49,Ging Gang Gong De Do Gong De Laga Raga,Rob Zombie
214,176336,50,Let It All Bleed Out,Rob Zombie
215,176336,51,The Girl Who Loved The Monsters,Rob Zombie
216,176336,52,What?,Rob Zombie
217,176336,53,Ladies And Gentlemen,Saliva
218,176336,54,Ratamahatta,Sepultura
219,176336,55,Territory,Sepultura
220,176336,56,Black,Sevendust
221,176336,57,Denial,Sevendust
222,176336,58,Enemy,Sevendust
223,176336,59,Not Today,Sevendust
224,176336,60,Thank You,Sevendust
225,176336,61,Back From the Dead,Skillet
226,176336,62,Hero,Skillet
227,176336,63,Black Magic,Slayer
228,176336,64,South Of Heaven,Slayer
229,176336,65,Black Betty,Soil
230,176336,66,Breaking Me Down,Soil
231,176336,67,Halo,Soil
232,176336,68,Distance,Soilwork
233,176336,69,Nerve,Soilwork
234,176336,70,Stabbing The Drama,Soilwork
235,176336,71,Weapon of Vanity,Soilwork
236,176336,72,Back To The Primitive,Soulfly
237,176336,73,Jumpdafuckup,Soulfly
238,176336,74,Son Song (feat,Soulfly
239,176336,75,Aerials,System Of A Down
240,176336,76,Brotherhood of the Snake,Testament
241,176336,77,The Pale King,Testament
242,176336,78,Thunder Kiss '65,White Zombie
243,18734,0,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine
244,18734,1,I Know There's Something Going On,Frida
245,18734,2,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
246,18734,3,Gold (feat,Kiiara
247,18734,4,Lay It All On Me (feat,Rudimental
248,18734,5,Cheap Thrills,Sia
249,18734,6,Don't Let Me Down,The Chainsmokers
250,18734,7,Young,Vallis Alps
251,2100,0,Candy Shop,50 Cent
252,2100,1,Disco Inferno,50 Cent
253,2100,2,Just A Lil Bit,50 Cent
254,2100,3,Crazy In Love,Beyoncé
255,2100,4,Drunk in Love,Beyoncé
256,2100,5,Partition,Beyoncé
257,2100,6,Under Control,Calvin Harris
258,2100,7,Me & U,Cassie
259,2100,8,Dirrty,Christina Aguilera
260,2100,9,Guilty Pleasure,Cobra Starship
261,2100,10,Memories (feat,David Guetta
262,2100,11,Dessert,Dawin
263,2100,12,Be Right There,Diplo
264,2100,13,Party Up,DMX
265,2100,14,Danza Kuduro,Don Omar
266,2100,15,0 To 100   The Catch Up,Drake
267,2100,16,Back To Back,Drake
268,2100,17,Headlines,Drake
269,2100,18,Hotline Bling,Drake
270,2100,19,Over,Drake
271,2100,20,Right Hand,Drake
272,2100,21,Started From the Bottom,Drake
273,2100,22,Shake That,Eminem
274,2100,23,679 (feat,Fetty Wap
275,2100,24,Low (feat T-Pain) - Feat T-Pain Album Version,Flo Rida
276,2100,25,Love Myself,Hailee Steinfeld
277,2100,26,No Role Modelz,J. Cole
278,2100,27,Work Out,J. Cole
279,2100,28,Hold My Hand,Jess Glynne
280,2100,29,Sorry,Justin Bieber
281,2100,30,What Do You Mean?,Justin Bieber
282,2100,31,Rock Your Body,Justin Timberlake
283,2100,32,Can't Tell Me Nothing,Kanye West
284,2100,33,Homecoming,Kanye West
285,2100,34,POWER,Kanye West
286,2100,35,Stronger,Kanye West
287,2100,36,King Kunta,Kendrick Lamar
288,2100,37,Swimming Pools (Drank),Kendrick Lamar
289,2100,38,Be Real,Kid Ink
290,2100,39,Live for the Night,Krewella
291,2100,40,$ave Dat Money (feat,Lil Dicky
292,2100,41,Lollipop,Lil Wayne
293,2100,42,Good Vibrations,Marky Mark And The Funky Bunch
294,2100,43,Shake It,Metro Station
295,2100,44,Party In The U,Miley Cyrus
296,2100,45,Maneater,Nelly Furtado
297,2100,46,Promiscuous,Nelly Furtado
298,2100,47,Ride Wit Me,Nelly
299,2100,48,Pound The Alarm,Nicki Minaj
300,2100,49,Starships,Nicki Minaj
301,2100,50,Ignition - Remix,R. Kelly
302,2100,51,Bitch Better Have My Money,Rihanna
303,2100,52,Disturbia,Rihanna
304,2100,53,S&M,Rihanna
305,2100,54,Driving Me Crazy,Sammy Adams
306,2100,55,We Be Burnin' (Recognize It),Sean Paul
307,2100,56,Need A Boss,Shareefa
308,2100,57,Love Is Overrated,Shwayze
309,2100,58,Alors On Danse,Stromae
310,2100,59,Big Poppa,The Notorious B.I.G.
311,2100,60,Juicy,The Notorious B.I.G.
312,2100,61,Secrets,Tiësto
313,2100,62,The Way I Are,Timbaland
314,2100,63,Yeah!,Usher
315,2100,64,"Work Hard, Play Hard",Wiz Khalifa
316,2100,65,Dirty Talk,Wynter Gordon
317,2100,66,Desire,Years & Years
318,2100,67,Drop,Ying Yang Twins
319,2100,68,Shake,Ying Yang Twins
320,21217,0,Chasing Pavements,Adele
321,21217,1,Cold Shoulder,Adele
322,21217,2,Crazy For You,Adele
323,21217,3,Daydreamer,Adele
324,21217,4,Hometown Glory,Adele
325,21217,5,Make You Feel My Love,Adele
326,21217,6,Melt My Heart To Stone,Adele
327,21217,7,If I Ain't Got You,Alicia Keys
328,21217,8,Breezeblocks,alt-J
329,21217,9,My Special Angel,Bobby Helms
330,21217,10,She's Everything,Brad Paisley
331,21217,11,When I Was Your Man,Bruno Mars
332,21217,12,Wagon Wheel,Darius Rucker
333,21217,13,Every Storm (Runs Out Of Rain),Gary Allan
334,21217,14,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),Glee Cast
335,21217,15,Somewhere Only We Know (Glee Cast Version),Glee Cast
336,21217,16,Wanted,Hunter Hayes
337,21217,17,The Way I Am,Ingrid Michaelson
338,21217,18,Hey Pretty Girl,Kip Moore
339,21217,19,Wing$,Macklemore & Ryan Lewis
340,21217,20,Georgia On My Mind,Michael Bublé
341,21217,21,Ghosts That We Knew,Mumford & Sons
342,21217,22,Lover Of The Light,Mumford & Sons
343,21217,23,Easy,Rascal Flatts
344,21217,24,How,Regina Spektor
345,21217,25,Brave,Sara Bareilles
346,21217,26,Slow It Down,The Lumineers
347,21217,27,Stubborn Love,The Lumineers
348,21217,28,Sweater Weather,The Neighbourhood
349,21217,29,Highway Don't Care,Tim McGraw
350,21217,30,Oh Ms Believer,Twenty One Pilots
351,21217,31,Colder Weather,Zac Brown Band
352,21217,32,Goodbye In Her Eyes,Zac Brown Band
353,213226,0,Secrets Don't Make Friends,From First To Last
354,213226,1,The One Armed Boxer vs,From First To Last
355,213226,2,Otis,JAY Z
356,213226,3,6 Foot 7 Foot,Lil Wayne
357,213226,4,Thrift Shop (feat,Macklemore & Ryan Lewis
358,213226,5,Antidote,Swedish House Mafia
359,213226,6,Don't Tell And We Won't Ask,Thrice
360,213226,7,A-Punk,Vampire Weekend
361,213226,8,No Hands (feat,Waka Flocka Flame
362,22628,0,She Looks So Perfect,5 Seconds of Summer
363,22628,1,Someone Like You,Adele
364,22628,2,Marry You,Bruno Mars
365,22628,3,Talking To The Moon,Bruno Mars
366,22628,4,Treasure,Bruno Mars
367,22628,5,When I Was Your Man,Bruno Mars
368,22628,6,One Call Away (feat,Charlie Puth
369,22628,7,arms,Christina Perri
370,22628,8,be my forever (feat,Christina Perri
371,22628,9,Jar of Hearts,Christina Perri
372,22628,10,Try,Colbie Caillat
373,22628,11,Lego House,Ed Sheeran
374,22628,12,So,Ed Sheeran
375,22628,13,Miss Movin' On,Fifth Harmony
376,22628,14,Not Over You,Gavin DeGraw
377,22628,15,You and I,Ingrid Michaelson
378,22628,16,I Won't Give Up,Jason Mraz
379,22628,17,I'm Yours,Jason Mraz
380,22628,18,All of Me,John Legend
381,22628,19,Just a Kiss,Lady Antebellum
382,22628,20,Love Somebody,Maroon 5
383,22628,21,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
384,22628,22,So Sick,Ne-Yo
385,22628,23,5 Years Time,Noah And The Whale
386,22628,24,Still Into You,Paramore
387,22628,25,The Only Exception,Paramore
388,22628,26,Where Have You Been,Rihanna
389,22628,27,If It Makes You Happy,Sheryl Crow
390,23544,0,Black Bear,Andrew Belle
391,23544,1,Dark Matter (Hushed),Andrew Belle
392,23544,2,Dark Matter,Andrew Belle
393,23544,3,I Won't Fight It (Hushed),Andrew Belle
394,23544,4,I Won't Fight It,Andrew Belle
395,23544,5,Pieces (Hushed),Andrew Belle
396,23544,6,Pieces,Andrew Belle
397,23544,7,Santa Fe,Andrew Belle
398,23544,8,Sister (Hushed),Andrew Belle
399,23544,9,Sister,Andrew Belle
400,23544,10,Wants What It Wants (Hushed),Andrew Belle
401,23544,11,Wants What It Wants,Andrew Belle
402,23544,12,Blood Bank,Bon Iver
403,23544,13,Calgary,Bon Iver
404,23544,14,Flume,Bon Iver
405,23544,15,Holocene,Bon Iver
406,23544,16,Perth,Bon Iver
407,23544,17,Skinny Love,Bon Iver
408,23544,18,Afire Love,Ed Sheeran
409,23544,19,Cadence,Fractures
410,23544,20,Fallingforyou,The 1975
411,23544,21,Angels,The xx
412,24143,0,Rolling in the Deep,Adele
413,24143,1,Fresh Pair of Eyes,Brooke Waggoner
414,24143,2,I Told You So,Carrie Underwood
415,24143,3,Just A Fool,Christina Aguilera
416,24143,4,A Thousand Years,Christina Perri
417,24143,5,arms,Christina Perri
418,24143,6,distance,Christina Perri
419,24143,7,Jar of Hearts,Christina Perri
420,24143,8,Wild Ones (feat,Flo Rida
421,24143,9,Candy,Gavin DeGraw
422,24143,10,Soldier,Gavin DeGraw
423,24143,11,Beth (Glee Cast Version),Glee Cast
424,24143,12,Faithfully (Glee Cast Version),Glee Cast
425,24143,13,Get It Right (Glee Cast Version),Glee Cast
426,24143,14,Go Your Own Way (Glee Cast Version),Glee Cast
427,24143,15,Here's To Us (Glee Cast Version),Glee Cast
428,24143,16,I'll Stand By You (Glee Cast Version),Glee Cast
429,24143,17,Imagine (Glee Cast Version),Glee Cast
430,24143,18,Landslide (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast
431,24143,19,Sing (Glee Cast Version),Glee Cast
432,24143,20,Somewhere Only We Know (Glee Cast Version),Glee Cast
433,24143,21,Taking Chances (Glee Cast Version),Glee Cast
434,24143,22,Falling Slowly,Glen Hansard
435,24143,23,Forever And Almost Always,Kate Voegele
436,24143,24,You Can't Break A Broken Heart,Kate Voegele
437,24143,25,Good To You,Marianas Trench
438,24143,26,In My Daughter's Eyes,Martina McBride
439,24143,27,This I Swear,Nick Lachey
440,24143,28,And Still,Reba McEntire
441,24143,29,Because Of You,Reba McEntire
442,24143,30,If I Were A Boy,Reba McEntire
443,24143,31,The Only Promise That Remains,Reba McEntire
444,24143,32,When You Love Someone Like That,Reba McEntire
445,24143,33,Stay,Sugarland
446,24143,34,Fly Away,The Cheetah Girls
447,2466,0,Chiron,All That Remains
448,2466,1,This Calling,All That Remains
449,2466,2,I Am Legend Out for Blood,Arch Enemy
450,2466,3,My Apocalypse,Arch Enemy
451,2466,4,Nemesis,Arch Enemy
452,2466,5,Nothing Left,As I Lay Dying
453,2466,6,Through Struggle,As I Lay Dying
454,2466,7,Faith in Fire,Bleeding Through
455,2466,8,Goodbye To Death,Bleeding Through
456,2466,9,Love Lost In A Hale Of Gunfire,Bleeding Through
457,2466,10,Sabotage,Cancer Bats
458,2466,11,Nothing Remains,Chimaira
459,2466,12,Power Trip,Chimaira
460,2466,13,Resurrection,Chimaira
461,2466,14,The Venom Inside,Chimaira
462,2466,15,Clouds Over California,DevilDriver
463,2466,16,Sail,DevilDriver
464,2466,17,Confession,Dirge Within
465,2466,18,Self Medicate,Dirge Within
466,2466,19,Solar Flare Homicide,Emmure
467,2466,20,Break The Cycle,For Today
468,2466,21,Antihero,God Forbid
469,2466,22,The End of the World,God Forbid
470,2466,23,Destroy Everything,Hatebreed
471,2466,24,To The Threshold,Hatebreed
472,2466,25,Fixation On The Darkness,Killswitch Engage
473,2466,26,Life To Lifeless,Killswitch Engage
474,2466,27,My Curse,Killswitch Engage
475,2466,28,Descending,Lamb of God
476,2466,29,The Faded Line,Lamb of God
477,2466,30,Hey Mister,Miss May I
478,2466,31,I,Miss May I
479,2466,32,Relentless Chaos,Miss May I
480,2466,33,Devil's Night,Motionless In White
481,2466,34,Annihilation By The Hands Of God,Roadrunner United
482,2466,35,Baptized In The Redemption,Roadrunner United
483,2466,36,The Dagger,Roadrunner United
484,2466,37,The Enemy,Roadrunner United
485,2466,38,A Gunshot To The Head Of Trepidation,Trivium
486,2466,39,Down From The Sky,Trivium
487,2466,40,In Waves,Trivium
488,2466,41,Pull Harder On The Strings Of Your Martyr,Trivium
489,2466,42,Throes Of Perdition,Trivium
490,2466,43,Black Hearts Now Reign,Unearth
491,2466,44,Giles,Unearth
492,2466,45,My Will Be Done,Unearth
493,2466,46,This Lying World,Unearth
494,2466,47,Watch It Burn,Unearth
495,2466,48,Zombie Autopilot,Unearth
496,2575,0,Around The World,Natalie La Rose
497,27101,0,Chocolate Girl,Animal Collective
498,27101,1,Cuckoo Cuckoo,Animal Collective
499,27101,2,Fireworks,Animal Collective
500,27101,3,Penny Dreadfuls,Animal Collective
501,27101,4,Safer,Animal Collective
502,27101,5,Spirit They've Vanished,Animal Collective
503,27101,6,Untitled,Animal Collective
504,27101,7,Clash the Truth,Beach Fossils
505,27101,8,10 d E A T h b R E a s T ⚄ ⚄,Bon Iver
506,27101,9,22 (OVER S∞∞N),Bon Iver
507,27101,10,33 “GOD”,Bon Iver
508,27101,11,Archangel,Burial
509,27101,12,Faucet,Earl Sweatshirt
510,27101,13,Grief,Earl Sweatshirt
511,27101,14,Ivy,Frank Ocean
512,27101,15,Nikes,Frank Ocean
513,27101,16,Always,James Blake
514,27101,17,I Need A Forest Fire,James Blake
515,27101,18,I Never Learnt To Share,James Blake
516,27101,19,Meet You In The Maze,James Blake
517,27101,20,Put That Away And Talk To Me,James Blake
518,27101,21,The Wilhelm Scream,James Blake
519,27101,22,Devil In A New Dress,Kanye West
520,27101,23,Runaway,Kanye West
521,27101,24,Easy Easy,King Krule
522,27101,25,The Noose of Jah City,King Krule
523,27101,26,Chamber Of Reflection,Mac Demarco
524,27101,27,"John Wayne Gacy, Jr",Sufjan Stevens
525,27101,28,Carissa,Sun Kil Moon
526,27101,29,Cola,Toro y Moi
527,27101,30,Rusty,"Tyler, The Creator"
528,27101,31,So Good At Being in Trouble,Unknown Mortal Orchestra
529,27101,32,Feel It All Around,Washed Out
530,27101,33,Highway Patrol,Yung Lean
531,27101,34,Leanworld,Yung Lean
532,317182,0,Bodies,Drowning Pool
533,317182,1,Tear Away,Drowning Pool
534,317182,2,Boiler,Limp Bizkit
535,317182,3,Break Stuff,Limp Bizkit
536,317182,4,Eat You Alive,Limp Bizkit
537,317182,5,Full Nelson,Limp Bizkit
538,317182,6,Gimme The Mic,Limp Bizkit
539,317182,7,My Way,Limp Bizkit
540,317182,8,Nookie,Limp Bizkit
541,317182,9,Phenomenon,Limp Bizkit
542,317182,10,Ready To Go,Limp Bizkit
543,317182,11,Trust?,Limp Bizkit
544,317182,12,Figure,Linkin Park
545,317182,13,Nobody's Listening,Linkin Park
546,317182,14,Drift And Die,Puddle Of Mudd
547,317182,15,Bulls On Parade,Rage Against The Machine
548,317182,16,Guerrilla Radio,Rage Against The Machine
549,317182,17,Killing In The Name,Rage Against The Machine
550,3529,0,Exchange,Bryson Tiller
551,3529,1,The Palisades,Childish Gambino
552,3529,2,Fire & Desire,Drake
553,3529,3,Summers Over Interlude,Drake
554,3529,4,Novacane,Frank Ocean
555,3529,5,Devil In A New Dress,Kanye West
556,3529,6,Her,Majid Jordan
557,3529,7,Small Talk,Majid Jordan
558,3529,8,Sure Thing,Miguel
559,3529,9,Her Way,PARTYNEXTDOOR
560,3529,10,Down Girl,Roy Woods
561,3529,11,Why,Roy Woods
562,3529,12,Tell Your Friends,The Weeknd
563,3529,13,The Morning,The Weeknd
564,3553,0,We Own It (Fast & Furious),2 Chainz
565,3553,1,Fool's Gold,Aaron Carter
566,3553,2,Bugatti,Ace Hood
567,3553,3,Hypnotized,Akon
568,3553,4,Caroline,Aminé
569,3553,5,Space Jam,Audio Push
570,3553,6,Fast Lane,Bad Meets Evil
571,3553,7,Bounce Back,Big Sean
572,3553,8,I Don't Fuck With You,Big Sean
573,3553,9,Marvin & Chardonnay,Big Sean
574,3553,10,Paradise,Big Sean
575,3553,11,That's What I Like,Bruno Mars
576,3553,12,Don't,Bryson Tiller
577,3553,13,Open Wide,Calvin Harris
578,3553,14,No Problem (feat,Chance The Rapper
579,3553,15,We Don't Talk Anymore (feat,Charlie Puth
580,3553,16,Hate Bein' Sober,Chief Keef
581,3553,17,Bonfire,Childish Gambino
582,3553,18,Ayo,Chris Brown
583,3553,19,Love More,Chris Brown
584,3553,20,Loyal,Chris Brown
585,3553,21,New Flame,Chris Brown
586,3553,22,Party,Chris Brown
587,3553,23,Strip,Chris Brown
588,3553,24,Wall To Wall,Chris Brown
589,3553,25,Dessert,Dawin
590,3553,26,"Sit Still, Look Pretty",Daya
591,3553,27,Back Up,DeJ Loaf
592,3553,28,Panda,Desiigner
593,3553,29,My Moment (feat,DJ Drama
594,3553,30,Hold You Down,DJ Khaled
595,3553,31,I'm the One,DJ Khaled
596,3553,32,Take It To The Head,DJ Khaled
597,3553,33,Wild Thoughts,DJ Khaled
598,3553,34,Let Me Love You,DJ Snake
599,3553,35,0 To 100   The Catch Up,Drake
600,3553,36,All Me,Drake
601,3553,37,Hotline Bling,Drake
602,3553,38,Hype,Drake
603,3553,39,Jumpman,Drake
604,3553,40,Miss Me,Drake
605,3553,41,Started From the Bottom,Drake
606,3553,42,The Motto,Drake
607,3553,43,Too Good,Drake
608,3553,44,Snap Backs & Tattoos,Driicky Graham
609,3553,45,Cool Kids,Echosmith
610,3553,46,Perfect,Ed Sheeran
611,3553,47,Shape of You,Ed Sheeran
612,3553,48,Rap God,Eminem
613,3553,49,Ready,Fabolous
614,3553,50,All The Way Up (Remix),Fat Joe
615,3553,51,My Way (feat,Fetty Wap
616,3553,52,Trap Queen,Fetty Wap
617,3553,53,Work from Home,Fifth Harmony
618,3553,54,Someday,Flipsyde
619,3553,55,My House,Flo Rida
620,3553,56,Smoke & Retribution,Flume
621,3553,57,Unforgettable,French Montana
622,3553,58,Low Life,Future
623,3553,59,Move That Dope,Future
624,3553,60,Wicked,Future
625,3553,61,Lady Killers (feat,G-Eazy
626,3553,62,No Interruption,Hoodie Allen
627,3553,63,No Role Modelz,J. Cole
628,3553,64,Get Ugly,Jason Derulo
629,3553,65,Moment Of Clarity,JAY Z
630,3553,66,Classic Man,Jidenna
631,3553,67,Back To The Crib,Juelz Santana
632,3553,68,I'll Show You,Justin Bieber
633,3553,69,Sorry,Justin Bieber
634,3553,70,What Do You Mean?,Justin Bieber
