,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
22527,spotify:track:4yjz1aazw6R8ZURpGbCAkp,Bring It On Home To Me,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,spotify:album:4jiO2jRz7g50ESvYYKsKwZ,30 Greatest Hits: Portrait of a Legend 1951-1964
22530,spotify:track:7Bvap2GAW2DAyZ7EVUJpMO,What Becomes Of The Brokenhearted,spotify:artist:0hF0PwB04hnXfYMiZWfJzy,Jimmy Ruffin,spotify:album:0OA94DlliFxpfYOptv1rNS,Greatest Motown Hits
22849,spotify:track:5GMw6X6BbCDGO9gApQYRSa,You've Lost That Lovin' Feelin',spotify:artist:4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers,spotify:album:5CFmNamq1ceXn8RFJ9i7p6,The Very Best Of The Righteous Brothers - Unchained Melody
24165,spotify:track:4skknrc3sJqaPTtUr2cwFq,These Arms Of Mine,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding,spotify:album:2BFOk5b8jjm2xmsbx7qXq3,Pain In My Heart
24233,spotify:track:5d6jGnTPXWRSqn5DspJDJl,The Tracks Of My Tears,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,spotify:album:44vQAruKA43qXJI1iiybOd,Going To A Go-Go
24236,spotify:track:2j24h8ZvzouJRg2HzHvRH4,Heaven Must Have Sent You - Single Version / Mono,spotify:artist:0CMVsLgjlp9Tk02TikMAQK,The Elgins,spotify:album:5VPaWphXyRUpqdXtgQqegP,The Motown Anthology
24248,spotify:track:0kLwPOzFuu9Gpmv6JrrIfB,I'll Always Love You,spotify:artist:5fbhwqYYh4YwUoEs582mq5,The Spinners,spotify:album:0ryn9u8cTKUp4NAu1l9wHQ,The Original Spinners
24256,spotify:track:0RFKuagqUgR4X8C1QneCCq,A Change Is Gonna Come,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,spotify:album:7p4RmcYD3dBOLmcIV2oxFG,Ain't That Good News
24261,spotify:track:7vN6krtNmC15iQgLN5pUib,Another Saturday Night,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,spotify:album:7p4RmcYD3dBOLmcIV2oxFG,Ain't That Good News
24270,spotify:track:2iRX4AaTdS6xsgVxUOnP4h,Tears On My Pillow,spotify:artist:3PF1KBeHYb14yKgsiE693V,Little Anthony & The Imperials,spotify:album:1n7A7ZmL79KJBF7P807fhA,25 Greatest Hits
24281,spotify:track:1qpDu8Ph1W29nRrkULBCaD,Maybe Baby,spotify:artist:4r7JUeiYy24L7BuzCq9EjR,The Crickets,spotify:album:3oU3OPTKI0JfsVunkeODJE,20 Golden Greats: Buddy Holly Lives
24301,spotify:track:01qiuRcLpJcFJBXUoSkn5p,Runaway,spotify:artist:3c8WoNjBfyLJhFObE6RHgs,Del Shannon,spotify:album:5E1dpHHzfbTJRXX7Nw8do4,Runaway: The Very Best Of Del Shannon
24313,spotify:track:5zupfF6lvpSISEy7kZCZ0L,Will You Love Me Tomorrow,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,spotify:album:3mte9ZLaYePQObk5r0dpAb,Tonight's The Night
24315,spotify:track:79Yk6AlSKi5dxDFINID2hS,Someday We'll Be Together,spotify:artist:0rXI0q8Cahq6numvPlloaq,Diana Ross & The Supremes,spotify:album:44oDkaH8gO3ZvvxKE8lG4I,Cream Of The Crop
25199,spotify:track:6HTFY66ZttBULqR1108Zmy,Me And You,spotify:artist:6ohvzFHYmLd05kyYhLui5K,Brenton Wood,spotify:album:6k6HGujFFmxxqt4cD1AL4N,Baby You Got It
25223,spotify:track:1S5eC9PiwzHG6QkVeQYbWn,"Oh, What A Nite",spotify:artist:0wbrRIw2po5DV4LeaHw55S,The Dells,spotify:album:1d010u6FB9UIUlk2P9BRYI,Dreams Of Contentment
25231,spotify:track:7KzthBdCcHCeGSef8I4jDy,A Thousand Miles Away - 2006 Remastered Version,spotify:artist:12InvBNZTKboiU2xT663oK,The Heartbeats,spotify:album:3D5EFc2xH6V95v3QyXXuEp,The Best Of The Heartbeats [Rhino]
25233,spotify:track:66EcsKLusAz7ydla0ENGkg,Darling Baby - Mono,spotify:artist:0CMVsLgjlp9Tk02TikMAQK,The Elgins,spotify:album:5VPaWphXyRUpqdXtgQqegP,The Motown Anthology
25234,spotify:track:3YdKJzcoMZMacISlpY4QoP,I Only Have Eyes For You,spotify:artist:6iygtKnPG7TRvDaTYcLOd6,The Flamingos,spotify:album:6XEtlJFNCbNrIz1Q5kdLjZ,Flamingo Serenade
25238,spotify:track:15tK0tPifZLhXpNSVAS0sl,Searching For My Love,spotify:artist:6qlpFH9e4sZ52tAPy2KmLz,Bobby Moore & The Rhythm Aces,spotify:album:1gNnsj7P2Rex18vWZTkRVS,Chess Soul: A Decade Of Chiacgo’s Finest
25246,spotify:track:024BfR0Euyhn2ZfLyPwFtx,"Baby, I'm For Real",spotify:artist:11EZGTWr2pY0VZPlWokAbl,The Originals,spotify:album:3xhBda7VcDBFAr4GkWmtY7,Superstar Series - Celebrating Motown's Twentieth Anniversary
25250,spotify:track:4Qe7CY3FlIpwENvffjHJ61,What Can I Do,spotify:artist:2uA0g2bLN2rIGZDkx671Ig,Donnie Elbert,spotify:album:4NFrJHAbLDH49qrluQYliv,Rhythm & Blues 1952-1959 - Music Sampler - Volume 2
25251,spotify:track:5E8YpBE5oaJCOjuGkL2IWT,Ooo Baby Baby,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,spotify:album:44vQAruKA43qXJI1iiybOd,Going To A Go-Go
25255,spotify:track:6kR2BCzArduYNuJdtezM8L,Who Do You Love,spotify:artist:7hsuVq0DQonl3PnP7qkfvP,The Sapphires,spotify:album:5oaRhxwbicB0jaeEHYhq8q,Best Of The Sapphires
26682,spotify:track:10vkYRKw6Jjr7try1ir50G,Tired of Being Alone,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green,spotify:album:6A2T77SSF5TUglshWSQAiC,Gets Next to You
29074,spotify:track:1tYk5zABu6h8CMP1cSea56,Cry to Me,spotify:artist:4nts0oxMT67lVUoi5Kjxrb,Solomon Burke,spotify:album:5wbo06FU4VwIgA0CdfJXI4,Solomon Burke's Greatest Hits
35933,spotify:track:5EsA2BJ1X2BCnbVvo9OByx,All of Me,spotify:artist:1YzCsTRb22dQkh9lghPIrp,Billie Holiday,spotify:album:76Opet9kG9B92eZ3BcohtH,The Very Best of Billie Holiday
49528,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,Bye Bye Love,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:album:4lmdDGcU5u1xk3GCcVJSYT,The Very Best of The Everly Brothers
49839,spotify:track:7keRsHHqmuFRv8agWvaYxE,I'd Rather Go Blind,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James,spotify:album:6EKXFcbBuv4U6ZZTGQhLyS,Tell Mama The Complete Muscle Shoals Sessions
49844,spotify:track:1ipCLlVhR9hEa9nMZYNosi,All I Could Do Was Cry - Single Version,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James,spotify:album:2pBhXw3Hi1hBf8FpAtE101,At Last!
50048,spotify:track:1T9BMZj3BoFfWddYhyVc79,The Tears Of A Clown,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,spotify:album:0Rq0HTFVishgAfg3X9SrcH,One Dozen Roses
50052,spotify:track:4gUDdUr5yK0JGlR49zSRVt,Sea Of Love,spotify:artist:5EQjT95lePa71P9ZUA6adW,Phil Phillips & The Twilights,spotify:album:7sDEzqAGqgx95qRrLmqFBB,Sea Of Love: The Collection
50054,spotify:track:1ntGJDSakqsaw1KhptKrB5,My Prayer,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy,The Platters,spotify:album:1T6CcZgciHOZeeAZnw9jji,The Platters
50771,spotify:track:7F3d2RfC9ing8NL974vv2s,How Can You Mend a Broken Heart,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green,spotify:album:0yAgdXfH3FYFhSTdWMeUrR,Let's Stay Together
58201,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,Crying,spotify:artist:0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,spotify:album:21REQ6X34DCAcoxtj654TI,Crying
63178,spotify:track:4D4bap8NwaS3RIUaCNSAcm,Baby It's You,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,spotify:album:2Dlx1iEoprySbpvRIXtZQv,The Best Of The Shirelles
67148,spotify:track:5UvR3VWxfVVKMgGrD3XZVj,Dream Lover,spotify:artist:15FyiY3ChN0QRspHIQYq0W,Dion,spotify:album:20vUqyMzF8fgQhkdLdtzi7,Runaround Sue
70935,spotify:track:0yKH2V9XhXdr2M8ZtMqTVq,Goin' Out Of My Head,spotify:artist:3PF1KBeHYb14yKgsiE693V,Little Anthony & The Imperials,spotify:album:2dTXunohYee9suHRoInVOF,K-tel's Days Of Flower Power
70988,spotify:track:3qOZR2CjUuWE6zgr8SNcgJ,The Love I Saw In You Was Just A Mirage,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,spotify:album:34H9jWMrNm6crMgVGAqoqR,The 35th Anniversary Collection
70995,spotify:track:5IVaPiiBCUgsNp3kWeU5c2,Stay,spotify:artist:1CgE69lpZKGAcA5kIIK82D,Maurice Williams,spotify:album:1ebQDD9n5e2uCAkkFIHqCd,The Best of Maurice Williams and the Zodiacs
71711,spotify:track:4P2cJ6vkIIeHTFBwy8RNTH,One Summer Night,spotify:artist:1W0oUYvRe6jjI2SuaiigFv,The Danleers,spotify:album:3ZbD9Vkajqi5uzwY6Mlcav,20th Century Masters: The Millennium Collection: Best of Doo Wop
75854,spotify:track:6aKFAhG7hCy71wLDMKjP5G,In The Rain,spotify:artist:2W8UTum7bU7ue6m0r14H97,The Dramatics,spotify:album:1smTgNR8x8iq1EkhFyoFT7,The Very Best Of The Dramatics
80055,spotify:track:1QrSTTUz68cZ5UW5hsSAJE,Since I Don't Have You,spotify:artist:4JeG1IusHcsL2owYnsJ7wk,The Skyliners,spotify:album:57z6DmJD5gDxE3y9NCKLPt,30 Greatest Hits
84635,spotify:track:5CEREcGR5WaLt40YzTQ62e,You'll Lose A Good Thing,spotify:artist:2wQyX5625x6IGls8zLLHMB,Barbara Lynn,spotify:album:1M9sGvei24wKfCC1P7CESZ,You'll Lose A Good Thing
95311,spotify:track:4VFgAvzQ5gKTLXUBZ1yd00,I Count The Tears - Single/LP Version,spotify:artist:1FqqOl9itIUpXr4jZPIVoT,The Drifters,spotify:album:4Pazwl8nUfQj49K6xyADQ7,All-Time Greatest Hits & More 1959-1965
102586,spotify:track:4KUGhh0lsJ8GxQJ1Um8UrB,Love Is Here And Now You're Gone,spotify:artist:57bUPid8xztkieZfS7OlEV,The Supremes,spotify:album:5BrLn546krr08d9UvOj73k,"The Supremes Sing Holland, Dozier, Holland"
104827,spotify:track:2xMAFTxwZ0w1twuyMZcYb7,Maybe,spotify:artist:08kLJJHCIH3KZGk4FZmWSK,The Chantels,spotify:album:0HLmP2oXI5tET4jLSKoury,The Best Of The Chantels
104887,spotify:track:71keN33KR0rS5jwKi4JNLE,Angel Baby,spotify:artist:422gtj7D6L6pvr0GE08lwf,Rosie & The Originals,spotify:album:0f9kpqUzaC1KwJ6avbN7Rj,The Unavailable 16 & The Original Nitty Gritty
110230,spotify:track:2LXiYNPKSYtppqaH1JBob3,The Whole Town's Laughing at Me,spotify:artist:68kACMx6A3D2BYiO056MeQ,Teddy Pendergrass,spotify:album:5MoWcSxnqFuBa0HGGExRM5,Teddy Pendergrass
114538,spotify:track:3uwIoa2emQILz6BmH6MtiW,"Return to Sender - From ""Girls! Girls! Girls!""",spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:album:6wH0jlf2q1yCprUO5XWSdz,Girls! Girls! Girls! (Original Soundtrack)
120317,spotify:track:6hgY1l6EqrfrHRNrxwKRiK,Love Hurts - Remastered Version,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:album:4Nro0nGcWVybv8cZXmSU4P,A Date With The Everly Brothers
126720,spotify:track:0Etv2dxpslWpsiCLcMvYDs,Dedicated to the One I Love,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,spotify:album:3mte9ZLaYePQObk5r0dpAb,Tonight's The Night
133020,spotify:track:6sbj89WozjblBMa5u41orw,Running Scared,spotify:artist:0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,spotify:album:21REQ6X34DCAcoxtj654TI,Crying
133641,spotify:track:7gSGRoA7yyBs5ILsfO10dQ,Hurt So Bad,spotify:artist:3PF1KBeHYb14yKgsiE693V,Little Anthony & The Imperials,spotify:album:0nqoCBYGLD6BQ0OJ6MumZd,Doo Wop Love
139374,spotify:track:2ZJZcqM60OwgqTO1OvJpHL,He Will Break Your Heart,spotify:artist:0U2mUJuJkthantMGmsJygP,Jerry Butler,spotify:album:0kqPDG3uEHJjsO6dsgtnUL,Aware Of Love
139380,spotify:track:0tsfD8TFkM3W4jCvqc58os,Every Little Bit Hurts,spotify:artist:3nXMZsj1H0F7h9SDUeYNjg,Brenda Holloway,spotify:album:5291rgfM174zxlJhijfnB9,Greatest Hits & Rare Classics
162537,spotify:track:1dbpE8T6NLQymXniqbxP6y,Behind A Painted Smile,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,spotify:album:5tW6YQc2hd2CQQsTd0k4MP,Soul On The Rocks
164538,spotify:track:1yWxDvpM1zZoT355bEjU8G,Oh! Carol,spotify:artist:5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,spotify:album:0JWUkNkfTDRWRRTlxz09Ko,All Time Greatest Hits
168667,spotify:track:2Tc85Qv7ZrPpbIM94f6xIq,Standing In The Shadows Of Love - Single Version (Mono),spotify:artist:7fIvjotigTGWqjIz6EP1i4,Four Tops,spotify:album:7pSmOdR07xSmTJBcwKKF0v,The Ultimate Collection: Four Tops
168687,spotify:track:0zABw1PtGYHsU4VDpDZsra,Needles and Pins - Mono,spotify:artist:4QmkLL9JOqM9dusHS1Hghe,The Searchers,spotify:album:0i2VaiznHnihFRJq7iHRG0,Needles & Pins
168706,spotify:track:4V6ZLk1IHdG00qu3B4m8Y9,"Baby, I Love You",spotify:artist:7CyeXFnOrfC1N6z4naIpgo,The Ronettes,spotify:album:3vLFWR3fLqfY82WGvaLuyV,Be My Baby: The Very Best of The Ronettes
169709,spotify:track:0z6fRuPxnqI0SKfKeUQoVu,Lonely Blue Nights,spotify:artist:422gtj7D6L6pvr0GE08lwf,Rosie & The Originals,spotify:album:0yHn7th7BIVlZgB2k5YEro,Essential Masters
180215,spotify:track:6OC9nd77OqCek8BtmxnMUA,"Someday, Someway",spotify:artist:0MponVSpW81oLvJZ53vYZH,The Marvelettes,spotify:album:0XuV6U9ee6UB1faItAbEic,Playboy
180232,spotify:track:6BiQOxPWVZvum3BZ2Bd4a7,Cry Baby,spotify:artist:1ktvF9yU9iWgY0aGlKfTS4,Garnet Mimms & The Enchanters,spotify:album:0Kj6PjTGFNnh8EsFPPj3cI,The Best Of Garnet Mimms: Cry Baby
188291,spotify:track:5SJba3AbeutDOH8vk90NnX,Memories,spotify:artist:5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,spotify:album:0qghwsBOHAhmIukaW08IOT,Death Of A Ladies' Man
199710,spotify:track:3lWuagNhAzcqOikD5KnBku,Crying In The Rain,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits Of The Everly Brothers
226388,spotify:track:2xLSeS3ZFtlGFklqtW2ZU6,123,spotify:artist:7mXnN0kZ67wigGTn1OuNkD,Len Barry,spotify:album:0Qz19cvBzKmjt2X73IiCSB,Len Barry Meets Johnny Caswell
226478,spotify:track:27bw4i8LnECzVlbMZ4kFHw,Cathy's Clown,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:album:4Nro0nGcWVybv8cZXmSU4P,A Date With The Everly Brothers
230712,spotify:track:3ApktgPHkNDBWaZCWvOKjK,Lovers Who Wander,spotify:artist:15FyiY3ChN0QRspHIQYq0W,Dion,spotify:album:6S5Oifu7WECuUT6mixG6ku,Lovers Who Wander
240213,spotify:track:0Afai8u1STCaDyTTm1gEZf,Shake Some Action,spotify:artist:3yesh1QeNXucaDFw8ZPKxd,Flamin' Groovies,spotify:album:2loCCINymjZGU1Q80ik7hP,Shake Some Action
246667,spotify:track:3c7KT5CN8uYRaK3xThhdYt,Little Star,spotify:artist:7bNoMfBqbaLJrfH3Vw1q6L,The Elegants,spotify:album:3HMkMDhnu5RgwbUgfRX9WO,Little Star: The Best Of The Elegants
273664,spotify:track:1vArdN4UI9kt94wTfbXXtV,I'm So Young,spotify:artist:7oaoEBdRqHXfoiGYa55Atp,Students,spotify:album:0MzgrgrcXpQryr0vKtzZFv,This Is Magic
287995,spotify:track:171cWdP8aG0KMv3OIuNZ49,For Your Precious Love,spotify:artist:1ktvF9yU9iWgY0aGlKfTS4,Garnet Mimms & The Enchanters,spotify:album:0Kj6PjTGFNnh8EsFPPj3cI,The Best Of Garnet Mimms: Cry Baby
317232,spotify:track:1SLmCvl415HMHJXqFpUjQa,It Tears Me Up - Single/,spotify:artist:3rRmDmzPcAFwcUDvG5gBqO,Percy Sledge,spotify:album:2PDg8ZGUuCxr0PQ7eyY750,Warm & Tender Soul
418394,spotify:track:5whvZmQ6Apf4TGpBeNcpBx,Only You,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy,The Platters,spotify:album:0E2dy4HPRVBZHPkzb5U3G1,Deluxe: Greatest Hits
442110,spotify:track:1Se6udOiVRh4IaEx22lhPk,Remember Then,spotify:artist:4bZj5axRwvlVg1Y3TzFAhy,The Earls,spotify:album:4k8TIRlLOo4Be9Q6n5GQDt,The Best One Hit Wonders from Yesterday
473816,spotify:track:5F8pP3aynnN6Hy2D9SC2VD,Goodbye Baby (Baby Goodbye),spotify:artist:4nts0oxMT67lVUoi5Kjxrb,Solomon Burke,spotify:album:152R8N9N0ACnWPNOBIO4M8,Rock 'N Soul
483672,spotify:track:6aSLJNlqxbeRt1t0bkDYCf,Reflections Of My Life - Original recording,spotify:artist:1tttI1iC4FsS6BM5l38oe5,Marmalade,spotify:album:4cABg16FFDbse9zFtJnz9r,Fine Cuts - The Best Of Marmalade (Original Recordings)
496431,spotify:track:6o8SclNJZqOXHztiSOIhjI,Any Day Now,spotify:artist:64wglyu5BoOzwMXYjtAbfS,Chuck Jackson,spotify:album:2jh0ay7w26ONVrXO3B2Rre,Any Day Now
543762,spotify:track:3GfeQLF0pqSalndF1hUixl,Just A Dream,spotify:artist:4jYORBufoSP4BeR5oYQPjC,Jimmy Clanton & His Rockets,spotify:album:3nHttE1BGlFsPno9oUTg7v,"The Sound of 1958, Vol. 1"
603198,spotify:track:4nSc5RA6J0ijzRVHuDD9wq,Letter Full of Tears - Mono,spotify:artist:0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,spotify:album:2lWt7eTJLdNUpgCtO87pPx,Collections
605115,spotify:track:4kY7tySWNjTunX0DRXjJor,I Really Love You,spotify:artist:2NtGOVTuHBMDfR5PMNPBGT,Dee Dee Sharp,spotify:album:6THxNKHEOOBIXrKsT4WTmM,Cameo Parkway - The Best Of Dee Dee Sharp (Original Hit Recordings)
662629,spotify:track:1b63ryTONnLSP14Oytqp6p,Nothing But A Heartache,spotify:artist:3Hra0KQr00Pe9oqmQdVtvp,The Flirtations,spotify:album:3QHIUb3EHnP3ztcoMJeNKR,Sounds Like The Flirtations
853827,spotify:track:6mIQqXZU1wQNp3hhom0zTw,School Bells,spotify:artist:69B8EwRCXC0BPtsHnXZ9Is,Nicky & The Nobles,spotify:album:2m9jOz0X6TqcoNni1MSueS,The Super Doo Wop Box
1486687,spotify:track:0bsjT8q4MyZPVKt3gjlKlo,Giving Up - 1970 Version,spotify:artist:0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,spotify:album:0OV8RlPlzYfP75m1pgh0GD,The Best Of Gladys Knight & The Pips
1939461,spotify:track:4fTByraiOt5pYtrictBo7M,Diamonds and Pearls,spotify:artist:3rZKnhYrwfRs3wluf9vnsO,The Paradons,spotify:album:3QlBJ9EVejJG8xls8MR6Ec,Best of Rock 'n' Roll Music: 100 Originals from the 50s & 60s
2066459,spotify:track:35VsasYK8am3rM5nLzGjIK,Can't Get You Off of My Mind,spotify:artist:7EOBpvnonNT0gPAPU1hjYF,The Brothers Of Soul,spotify:album:5SDAtEZmXo8uRRiGAqCZtr,I Guess That Don't Make Me a Loser
2087440,spotify:track:1d7y8r03MCNjVslEFKSsO5,It Was Easier To Hurt Him,spotify:artist:5zaXYwewAXedKNCff45U5l,Dusty Springfield,spotify:album:2Hba8F0toyYAF7pn4yOXu8,Ev'rything's Coming Up Dusty
2087441,spotify:track:7DQdUu65rYZykbIxI8g5qc,Tears Are Falling,spotify:artist:5I6MzhNEMk27cZsCqGAIYo,The Youngbloods,spotify:album:5s0VNKqar5MPHpL5atfTFG,The Youngbloods
