,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
52504,spotify:track:1jhtxc7ON8ZzgvWGPwWXUN,Baby Blue,spotify:artist:4wyNyxs74Ux8UIDopNjIai,King Krule,spotify:album:6zmDdgPRKrvYwXk8eWv3iK,6 Feet Beneath The Moon
63568,spotify:track:3UKy1X3nGe5diFqN5swaFz,Hiding tonight,spotify:artist:1ctkBmvz80MGyi72Ix055S,Alex Turner,spotify:album:3OqRGywivnQ0IeClUeUa4n,Submarine - Original Songs From The Film By Alex Turner
63569,spotify:track:5OHbgQbHzTjolHzWffSrvn,Glass in the park,spotify:artist:1ctkBmvz80MGyi72Ix055S,Alex Turner,spotify:album:3OqRGywivnQ0IeClUeUa4n,Submarine - Original Songs From The Film By Alex Turner
63597,spotify:track:5xqpBaeswEpjhJkMtgCbUf,Soccer Field,spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
69886,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,Sleep Walk,spotify:artist:4hGjngc0tPOBwTgTPci3IK,Santo & Johnny,spotify:album:5toxcaerHCTPDtIcQOTRx8,Canadian American Greatest Hits 50th Anniversary Collection
176843,spotify:track:3yqdxPzyboMd8WmbeBa24C,European Vegas,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac Demarco,spotify:album:1ogfnXsQc3mf2BQAL9e9iJ,Rock And Roll Night Club
292769,spotify:track:7gqQzgDmSkq1tfhPNU0GZN,Hide,spotify:artist:6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,spotify:album:7KbIFEpOqDkCkq2mBUzJuD,EP1
472428,spotify:track:3jxMzlQ26S3ZD3wnUfvLeu,April's Daydream,spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
493263,spotify:track:1MW6GdBQ6b3GUMHLUQHxma,Fred Drives,spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
516923,spotify:track:5L8ky4zvpQT4YI1aia9FHO,Plants And Worms,spotify:artist:3BYXi96LqI8TwNljFKE0DZ,Girlpool,spotify:album:6gWP3Uizvhw3IgqotMxYOg,Girlpool
627035,spotify:track:4zl4iwbmV7IhqAMSZrIGEE,Teddy & April,spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
627036,spotify:track:4zwAPDi5VqKyHk7VEThA2i,Run To Graveyard,spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
928945,spotify:track:2JUFiPnRv601WkHk5C0kbg,Emily & Fred (Part 2),spotify:artist:0M1ImWN3uInxUCZVIE9uxa,Devonte Hynes,spotify:album:2fSpzlByqRy5pOOpkqUyMg,Palo Alto (Original Motion Picture Score)
